Segundo,Canal1_Delta,Canal1_Theta,Canal1_Alpha,Canal1_Beta,Canal1_Gamma,Canal2_Delta,Canal2_Theta,Canal2_Alpha,Canal2_Beta,Canal2_Gamma,Canal3_Delta,Canal3_Theta,Canal3_Alpha,Canal3_Beta,Canal3_Gamma,Canal4_Delta,Canal4_Theta,Canal4_Alpha,Canal4_Beta,Canal4_Gamma,Canal5_Delta,Canal5_Theta,Canal5_Alpha,Canal5_Beta,Canal5_Gamma,Canal6_Delta,Canal6_Theta,Canal6_Alpha,Canal6_Beta,Canal6_Gamma,Canal7_Delta,Canal7_Theta,Canal7_Alpha,Canal7_Beta,Canal7_Gamma,Canal8_Delta,Canal8_Theta,Canal8_Alpha,Canal8_Beta,Canal8_Gamma
321,0.004798977787697019,0.004934542363435548,0.00439562338969298,0.002412978771339639,0.0026339295553690443,0.0019430724347688933,0.0021278831235701633,0.0022005390135427546,0.013017619202311502,0.014695332037794344,0.011033079766096155,0.005992234756625811,0.005641466633563428,0.006111165635959608,0.0054380376689531764,0.005320538977491876,0.01141898045687172,0.013043475855548166,0.010976813434456077,0.005255970952195526,0.005822317989031139,0.006794454476320982,0.009698568438771657,0.005847769632860138,0.01854497443526556,0.016690921303046422,0.018365037015500667,0.01643975418597639,0.014856507130295635,0.014707691486067043,0.01591355903574664,0.01172525016966869,0.013607677941244505,0.014861761594452962,0.012065035743217656,0.012893597061624455,0.013671235108356432,0.012909722830934871,0.013455234531828184,0.01411304175233532
322,0.004864495053792583,0.005068035262763163,0.0044491229342035615,0.0024690420986754635,0.0026876139520352624,0.002028339405092711,0.002162389691956285,0.0022546249224136925,0.013314584356874503,0.01503059989127295,0.011294262872399144,0.006067636450510231,0.005744062577544033,0.006112906909959006,0.005515512038449351,0.005426290730796181,0.011532558950365744,0.01315120569345125,0.01099236233181413,0.005251979810968519,0.005762279341148295,0.006813887600416024,0.009646773197829346,0.005798067384613354,0.019020515431913736,0.017336927295484188,0.018601304049625584,0.016901578153475524,0.015328656173154626,0.014584893699477505,0.016207982223369433,0.012149271038672855,0.013771702754545118,0.015022844760476856,0.012324983837280827,0.013050667437069782,0.013756562863398093,0.013006851814045905,0.013611906559204788,0.014206544302526413
323,0.004802102288727691,0.005178936897203407,0.00446848777957445,0.0025189731639148993,0.0027425192055960473,0.002045816093940534,0.0021588766683318297,0.002296307917775337,0.013384376537235997,0.015344536805191983,0.01141791863944439,0.006157903588377271,0.005779606149869926,0.006187129546850719,0.005577816540773262,0.0055301726462595084,0.011579973028686005,0.013255025325395473,0.01094855070559362,0.005225370759498375,0.005630226956366853,0.0067508846567040605,0.009633617719553096,0.005779685419803334,0.019536269599486043,0.017981166700834578,0.01868539412789185,0.01734702055624887,0.015757968809814192,0.014452270437948748,0.016547041710973737,0.012516023044526195,0.014115734265535614,0.015215044372965891,0.012674275141499804,0.013269200654663717,0.01392418613199509,0.013144428447211818,0.013856289768696446,0.014364933623082226
324,0.0046391033216241235,0.005194347904845364,0.004286761124169781,0.002503932859785056,0.0027745522522995888,0.0020868426143494595,0.0020869168882786614,0.0023360531296387987,0.013180483610368445,0.015410666581403248,0.011247581541362487,0.00615238267066227,0.005743685545759924,0.006236376825647775,0.005620360847260087,0.005604661403641948,0.01172201542347853,0.013171734607802226,0.01078835482991678,0.005265740804954582,0.005487205677816824,0.006575274442715793,0.009649932004755567,0.005844383008142104,0.019733280030958877,0.0185814172883486,0.018691399991081818,0.01781348081565153,0.016266422149906236,0.015027458403827977,0.016759138742882065,0.013060153183722967,0.01461951401022606,0.015466870962591167,0.012729748107671907,0.013633185540320615,0.014179591192899924,0.013418198819579317,0.014281877384619732,0.014601832152138826
325,0.004626258594809512,0.005000835342450889,0.00432391007918066,0.0024036019375781514,0.002699269629848755,0.0020216104535606067,0.0021808920604676784,0.0022464221496407053,0.012828165393734294,0.015127991331138292,0.01088821829266344,0.006091547326641982,0.005608214561833529,0.006281496738836464,0.005550436106253652,0.005582229344755288,0.011673574166693438,0.012832319404698428,0.010844637148770318,0.005336312695039217,0.0055031952227458806,0.006514460414980118,0.009536057081678631,0.006050226375051827,0.019999774888934094,0.018842368580056414,0.018836316087493855,0.018140850985680683,0.016828817680481545,0.01558997517077203,0.01683916940119717,0.013552476757701229,0.014971379255812165,0.015890989087143884,0.012951337547572363,0.014150958093592299,0.014591968041433744,0.013862740609327727,0.014591621651808767,0.015021004898661117
326,0.004578415526261397,0.004978891892775613,0.004223398468154957,0.0024307204149438735,0.0026890319845625076,0.002010253869865603,0.002169161276057617,0.002207777057903489,0.012529945242914649,0.014692995240093544,0.010646368390371365,0.005919061946751333,0.005390463385431365,0.006305159813159578,0.005627298631768018,0.005565601643555603,0.01162274282149601,0.012671345484633181,0.010759052932179394,0.0052992170307398735,0.005692619055297851,0.006474267894206711,0.0093984025108471,0.006248987406398581,0.020291585499423895,0.019088936708720996,0.019108836792675863,0.018440501992105035,0.017426989930245714,0.01600986600963225,0.016932809174970465,0.013874731019423048,0.015408970604508656,0.016196604656456764,0.013008850215728458,0.014568117783486365,0.014891312626266771,0.01420056108788885,0.014972374459850077,0.015296737701480883
327,0.00459056247782185,0.004901172052939431,0.0041565382761287175,0.0023876327097328677,0.0026247978588806167,0.001985563617077657,0.002085285026771383,0.0021751679719149517,0.012313904698352751,0.014331713525779248,0.010511851976315337,0.005842812930553511,0.005270105980363172,0.006367753750660513,0.005815472131000605,0.005563256852248073,0.011359449403016244,0.012456068329514017,0.010660506416141536,0.005380777132476028,0.005900113768131257,0.006390362335029133,0.009175219678671756,0.006413697005342414,0.020698857097792688,0.019400867227350745,0.019372604498488287,0.018769324334023514,0.018049068393204373,0.01645813148784915,0.017172406878566304,0.014195886160219462,0.015726616551950505,0.016598681742718703,0.013086775890937943,0.015060613220009324,0.015274719311742511,0.01459486305933787,0.015228550903804376,0.015644384987249012
328,0.0045435424177,0.004842057998901715,0.004172632737146108,0.002370800671961142,0.0025366505255983458,0.0019191172607331795,0.002185979325017565,0.0021125717029453865,0.01216491585931167,0.01406338147052387,0.010513599245519782,0.005933116039650837,0.005268151876584582,0.0065650792634653,0.005990713972945388,0.005602672327833914,0.011302260475932722,0.012291226836059136,0.010426289742142922,0.005523295813002896,0.006050839884368371,0.00620989267428279,0.008854376954671714,0.006555688773958982,0.02098557045172419,0.019831794572569814,0.019551671947387373,0.01920541421692251,0.018699105827969742,0.017055849434297488,0.017439850311206838,0.014527515590368033,0.016233824221660424,0.016861837937616267,0.01344662941418311,0.015424723338838328,0.015568360458173532,0.014876018192056297,0.01564764637879494,0.015882745014069458
329,0.004522948222227394,0.0048253949926056385,0.004125490441454675,0.0023845656627505692,0.002572627751089353,0.0020080353109310223,0.0021986904919863927,0.0021476298301958932,0.012003041326221486,0.013893653218821252,0.01042308030904074,0.0059648966216084825,0.005283927925600553,0.006749117403482789,0.006020466177195242,0.005653286513381837,0.0112672471461866,0.011922844134432833,0.010374246699391973,0.005432128395177866,0.006270332334769933,0.00601929577994316,0.008363600143595749,0.00668307955374892,0.02128822172520795,0.02058669347268991,0.01972454701560612,0.01961907403933653,0.01933314539113238,0.017616534333032532,0.01764627721140787,0.01482977784165759,0.016599394505985483,0.017266746092928494,0.013715199945372604,0.015929002683949412,0.01604404800427843,0.015300697201347916,0.015958998693204537,0.016282447999132525
330,0.0045099579451569035,0.004771583364365631,0.0040863507453010265,0.0023224679950008013,0.0025279101827727513,0.0019562512277314383,0.0021554550715843514,0.0021030198425032024,0.011832704228139581,0.013730385133624432,0.010312668616079669,0.0059558531878610346,0.005236816605135199,0.006735941275055821,0.005907499194616079,0.005562696966710011,0.011198594054784163,0.011526341256597426,0.010473086314343273,0.005246740001756864,0.006564366500198523,0.005808665574869828,0.00790650972354869,0.006869619692672966,0.021424644614469135,0.021201646967516374,0.019947526010809843,0.02003237548171548,0.01975547827684868,0.017912369724510997,0.017683693952244207,0.015006568444906353,0.0169823109169151,0.01751987830498637,0.013954247422371845,0.01634926522552259,0.01640740938861037,0.01562723337174155,0.016335645451922093,0.01657605050979768
331,0.004660341335505459,0.004752575233695078,0.004169882270297021,0.002322713465340808,0.0024906589762091163,0.0019241687205862538,0.0021861700058447755,0.0020390649934564483,0.011637524332607964,0.013509199370863853,0.010198492600482561,0.005827115485337055,0.005184747916229325,0.006563982140941578,0.005784270419397006,0.005399442870324971,0.01115326963848996,0.011556784907829444,0.01051661549979265,0.005093951868050303,0.006842069060943392,0.005664152489463773,0.007431041335494979,0.007123135597853893,0.02119787931421087,0.02181395324624735,0.020126866574605544,0.020278292131431553,0.020143867643852918,0.018258905898943627,0.01772383518070776,0.015239033186763262,0.017106636814657898,0.017739979601767215,0.013980700931577697,0.016817661270021746,0.016784623693405772,0.016026244909822455,0.016519573013713148,0.016927573362562176
332,0.004493236319078138,0.0048890624048770525,0.004108792463129153,0.0023827907489895146,0.0025171407961054717,0.0018837402218808321,0.0022633639329714982,0.0020359608095095487,0.010958651959965033,0.013221566752158376,0.009704959327352462,0.0056897493504817044,0.005158544207233792,0.006437560585967677,0.005465308191380246,0.005194347571778417,0.010671414358658806,0.011618367654079007,0.010243550563219092,0.004984969365359204,0.007005316495989491,0.0055981805869854285,0.007163682501859006,0.007251840659817058,0.020870788920417268,0.0222552949287681,0.01986237011831288,0.02024720632712554,0.020510800838125478,0.018591393309547906,0.01795126927939579,0.015565623980136223,0.017090277898484517,0.01768560975332388,0.013815600978171872,0.017063406057193115,0.01694044173713003,0.0162155002104992,0.016554886103711655,0.017064645066236298
333,0.004189732394209823,0.004777116938624621,0.003821808991903559,0.0023576007292474563,0.0025219854213844014,0.0019226412755668889,0.0021850740490553682,0.002069581419816405,0.010257166340016222,0.012472397935796055,0.009161871021566194,0.005351254411352721,0.004880380681834147,0.006048487765588005,0.005113124200725773,0.004866480132797253,0.010261481555382748,0.011272592204553535,0.009938474562360501,0.004995535581188758,0.006933262124923348,0.005591221486192883,0.00686011329586906,0.00714595068372971,0.020338590571533127,0.022231438009481776,0.020103996865750404,0.020411939906889564,0.02052968973082897,0.018681731723741626,0.018484464164585632,0.015581508608976944,0.01703856192747561,0.01739098939006841,0.013529084799873048,0.017158868373300898,0.01691321418033914,0.01630556684206409,0.016590742758967814,0.01707232159323288
334,0.003961828004992499,0.004453104416489102,0.0036202788419586805,0.002213607228278865,0.002353323816579845,0.0018383242121761782,0.0021135737348557137,0.0019446286900791818,0.009518201362645017,0.011724288272325488,0.008615663876887353,0.0050326389060278845,0.0045567984821942705,0.005702054841908974,0.004902553281569023,0.004661618980314505,0.009893172128484805,0.010996835420913578,0.009677806377557717,0.004996732956863555,0.006914255992654477,0.005568009717583079,0.006505432968446131,0.007012456785201253,0.020994736454108168,0.022669586246113805,0.020409236735546964,0.02104138980752127,0.02095603540712384,0.019096930315451212,0.018894690732909027,0.015826755127995466,0.016798920259042758,0.017089878218148006,0.013070325048287165,0.017214462575841746,0.016876744681900327,0.016319126663614108,0.01644447574301837,0.01706623446170782
